ac_key,chassis_id,requested_date,machine_salesmodel,fault_code,description,state,correction,cause,cause_local_language,complaint,complaint_local_language,machine_hours
AC0003897,L70G6117,1900-01-01T00:00:00Z,L70G,MID128PID158FMI4,ECU battery potential: Voltage below normal or shorted to lower voltage,Closed,We completed the loader repairs and waited a couple days to make sure it was repaired. We found the batteries dead and had to test for a draw on the system. The loader is up and running. We replaced both batteries. ,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID158 FMI4 - ECU battery potential: Voltage below normal or shorted to lower voltage,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID158 FMI4 - ECU battery potential: Voltage below normal or shorted to lower voltage,0
AC0177375,L180H0529,1900-01-01T00:00:00Z,L180H,P246300,Particulate Filter Restriction - Soot Accumulation Bank 1,Closed,No issue reported,,,DTC DESCRIPTION(S): Error Alarm descriptionP246300 - Particulate Filter Restriction - Soot Accumulation Bank 1-,DTC DESCRIPTION(S): Error Alarm descriptionP246300 - Particulate Filter Restriction - Soot Accumulation Bank 1-,4687
AC0083899,A40F0102,1900-01-01T00:00:00Z,A40F,MID128PID411FMI2,"Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect",Closed,Customer reports no issues at this time,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID411 FMI2 - Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect-","DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID411 FMI2 - Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect-",5579
AC0231770,L120H6205,1900-01-01T00:00:00Z,L120H,P016F00,Closed Loop Fuel Pressure Control At Limit - Pressure Too Low,Closed,CUSTOMER AWARE TO CONTACT IF UNABLE TO MAKE REPAIRS,,,DTC DESCRIPTION(S): Error Alarm descriptionP016F00 - Closed Loop Fuel Pressure Control At Limit - Pressure Too Low-,DTC DESCRIPTION(S): Error Alarm descriptionP016F00 - Closed Loop Fuel Pressure Control At Limit - Pressure Too Low-,14466
AC0117123,EC2502004,1900-01-01T00:00:00Z,EC250DL,MID128PID110FMI0,Engine coolant temperature: Data valid but above normal operational range,Closed,Machine has been looked at and confirmed everything is good.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID110 FMI0 - Engine coolant temperature: Data valid but above normal operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID110 FMI0 - Engine coolant temperature: Data valid but above normal operational range-,0
AC0213705,L70G0040,1900-01-01T00:00:00Z,L70G,MID187PSID52FMI5,Central lubrication: Current below normal or open circuit,Closed,customer is aware of issue,,,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI5 - Central lubrication: Current below normal or open circuit-,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI5 - Central lubrication: Current below normal or open circuit-,12150
AC0290249,A30G3470,2022-07-24T11:44:02Z,A30G,MID187PSID202FMI9,"MID187 PSID202 FMI9 - Vehicle Control Unit - Data link, MID140: Abnormal update rate",Closed,"Topel Isliba
Read 34192",,,"DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID202 FMI9 - MID187 PSID202 FMI9 - Vehicle Control Unit - Data link, MID140: Abnormal update rate Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Priority
Fault Format 1
Type of Error/Alarm
No of Errors


A30G342704
1
MID140PID155PIDTYPE3FMI2
System diagnostic code #5: Data erratic, intermittent, or incorrect
1


","ActiveCare Case info.divTable{display: table;width: 100%;color: #000000;}.divTableRow {display: table-row;}.divTableHeading {background-color: #EEE;display: table-header-group;}.divTableCell, .divTableHead {border: 1px solid #999999;display: table-cell;padding: 3px 10px;background-color: #ffffff;}.divTableHeading {background-color: #EEE;display: table-header-group;font-weight: bold;}.divTableFoot {background-color: #EEE;display: table-footer-group;font-weight: bold;}.divTableBody {display: table",18636
AC0044286,L110H6105,1900-01-01T00:00:00Z,L110H,P100312,Front Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,this is the one that always comes up,,,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,19856
AC0297215,EC3002099,1900-01-01T00:00:00Z,EC300DL,MID140PSID238FMI12,"MID140 PSID238 FMI12 - Information display - Data link, MID146: Faulty device or component",Closed,Discuused with customer  they told there is no issue ,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID140 PSID238 FMI12 - MID140 PSID238 FMI12 - Information display - Data link, MID146: Faulty device or component Prosis link","ActiveCare Case info.divTable{display: table;width: 100%;color: #000000;}.divTableRow {display: table-row;}.divTableHeading {background-color: #EEE;display: table-header-group;}.divTableCell, .divTableHead {border: 1px solid #999999;display: table-cell;padding: 3px 10px;background-color: #ffffff;}.divTableHeading {background-color: #EEE;display: table-header-group;font-weight: bold;}.divTableFoot {background-color: #EEE;display: table-footer-group;font-weight: bold;}.divTableBody {display: table",29929
AC0491945,A45G3277,2023-09-19T06:01:54Z,A45G,MID187PPID1713FMI12,MID187 PPID1713 FMI12 - Vehicle Control Unit - Brake Pressure Servo Accumulator: Faulty device or component,Closed,Will be checked during next PM service,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID187 PPID1713 FMI12 - MID187 PPID1713 FMI12 - Vehicle Control Unit - Brake Pressure Servo Accumulator: Faulty device or component Prosis linkSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A45G322770
MID128PID235PIDTYPE0FMI12
Reason for engine shut down: Faulty device or component
74


A45G322770
MID146PID1PIDTYPE","DESCRIPTION(S) DTC : Description de l’alarme d’erreurMID187 PPID1713 FMI12 - MID187 PPID1713 FMI12 - Unité de commande du véhicule - Servomoteur de pression de freinage Accumulateur: Dispositif ou composant défectueuxLien ProsisLOGICIEL: Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionINFORMATIONS COMPLEMENTAIRES : Autres erreurs CT



ID du châssis*
Format d’erreur 1
Type d’erreur/alarme
Nombre d’erreurs


A45G322770
MID128PID235PIDTYPE0FMI12
Raison de l’",12779
AC0826485,L180H0497,2024-10-23T05:25:52Z,L180H,P104200,General Purpose Machine Electronic Control Unit 2 - Tilt Angle Signal Sum Error,Closed,Processing ,,,"DTC DESCRIPTION(S): Error Alarm descriptionP104200 - General Purpose Machine Electronic Control Unit 2 - Tilt Angle Signal Sum Error Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L180H004972
P101400
Unknown: No additional information
1


L180H004972
P103411
Boom Angle Channel 1: Circuit short to ground
96


L1","DESCRIPTION DU DTC : Description de l’alarme d’erreurP104200 - Unité de commande électronique de machine à usage général 2 - Erreur de somme du signal de l’angle d’inclinaisonLien ProsisDéfaut actif pendant plus de 2 joursLOGICIEL : Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionINFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


L180H004972
P101400
Inconnu : Aucune information suppl",21347
AC0117227,C250E3053,1900-01-01T00:00:00Z,EC250E,P200085,NOx Level Moderately High: Signal above allowable range,Closed,called customer .  no issue,,,DTC DESCRIPTION(S): Error Alarm descriptionP200085 - NOx Level Moderately High: Signal above allowable range-,DTC DESCRIPTION(S): Error Alarm descriptionP200085 - NOx Level Moderately High: Signal above allowable range-,0
AC0682760,L60H0194,2024-06-04T11:46:59Z,L60H,B152A64,Climate Control Module - Air Conditioning System: Signal plausibility failure,Closed,Ongoing Repair CASE 58095,,,"DTC DESCRIPTION(S): Error Alarm descriptionB152A64 - Climate Control Module - Air Conditioning System: Signal plausibility failure Prosis linkFault active for more than 2 daysHint:16271772 (VALVE) SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L60H011944
B108678
Unknown: Alignment or adjustment incorrect
47


L60H011944
B152A64
Air Conditioning System: Signa","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorB152A64 - Módulo de control de clima - Sistema de aire acondicionado: Falla de plausibilidad de la señalEnlace de prosisAvería activa durante más de 2 díasPista:16271772 (VÁLVULA) SOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC


ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores


L60H011944
B108678
Desconocido: Alineación o ajuste incorrecto
47


",26742
AC0365147,EC2102069,1900-01-01T00:00:00Z,EC210D,MID128SID22FMI2,"MID128 SID22 FMI2 - Engine ECU - Timing sensor, crank: Data erratic, intermittent, or incorrect",Closed,"The customer's electrical team initially conducted evaluation and already submit the parts request to their management, they plan to timely replaced once request is approved and unit will be available",,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 SID22 FMI2 - MID128 SID22 FMI2 - Engine ECU - Timing sensor, crank: Data erratic, intermittent, or incorrect Prosis linkRare Fault","DTC DESCRIPTION(S): Error Alarm descriptionMID128 SID22 FMI2 - MID128 SID22 FMI2 - Engine ECU - Timing sensor, crank: Data erratic, intermittent, or incorrect Prosis linkRare Fault",10373
AC0050672,L70H6227,1900-01-01T00:00:00Z,L70H,P100311,Front Axle Oil Temperature Sensor Circuit: Circuit short to ground,Closed,no issue reported at this time,,,DTC DESCRIPTION(S): Error Alarm descriptionP100311 - Front Axle Oil Temperature Sensor Circuit: Circuit short to ground-,DTC DESCRIPTION(S): Error Alarm descriptionP100311 - Front Axle Oil Temperature Sensor Circuit: Circuit short to ground-,0
AC0296199,L150H0417,2022-08-04T07:32:42Z,L150H,C102701,C102701 - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Electrical Error: General Electrical Failure,Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionC102701 - C102701 - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Electrical Error: General Electrical Failure Prosis linkFault active for more than 2 daysHint:15127941 (PUMP UNIT) 17231522 (CONTROL UNIT)SOFTWARE: New software available, please update to latest version","DTC DESCRIPTION(S): Descrição do alarme de erroC102701 - C102701 - Unidade de Controle Eletrônico da Máquina de Propósito Geral 1 - Erro Elétrico de Lubrificação Central: Falha Elétrica GeralLink prosisFalha ativa por mais de 2 diasDica:15127941 (UNIDADE DA BOMBA) 17231522 (UNIDADE DE CONTROLE)SOFTWARE: Novo software disponível, por favor, atualize para a versão mais recente",29398
AC0502151,A60H3504,1900-01-01T00:00:00Z,A60H,MID130PSID55FMI5,Gearsolenoid s6: Current below normal or open circuit,Closed,truck is still operational and customer will not take out of service unless downed,,,DTC DESCRIPTION(S): Error Alarm descriptionMID130 PSID55 FMI5 - Gearsolenoid s6: Current below normal or open circuit-,DTC DESCRIPTION(S): Error Alarm descriptionMID130 PSID55 FMI5 - Gearsolenoid s6: Current below normal or open circuit-,15860
AC0028172,C145E3152,1900-01-01T00:00:00Z,ECR145E,P20EE84,SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range,Closed,Customer reports no issue at this time.,,,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,0
AC0464410,L350H0302,1900-01-01T00:00:00Z,L350H,C102701,General Purpose Machine Electronic Control Unit 1 - Central Lubrication Electrical Error: General Electrical Failure,Closed,"Waiting for parts requested. to be approved by customer.
Distribution block, pump unit, hose etc.",,,DTC DESCRIPTION(S): Error Alarm descriptionC102701 - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Electrical Error: General Electrical Failure Prosis linkFault active for more than 2 days,DTC DESCRIPTION(S): Error Alarm descriptionC102701 - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Electrical Error: General Electrical Failure Prosis linkFault active for more than 2 days,6282
AC0821574,L90H6265,1900-01-01T00:00:00Z,L90H,U100500,SID - Lost Communication With Tire Pressure Sensor 4: No Sub Type Information,Closed,.,,,DTC DESCRIPTION(S): Error Alarm descriptionU100500 - SID - Lost Communication With Tire Pressure Sensor 4: No Sub Type Information Prosis link,DTC DESCRIPTION(S): Error Alarm descriptionU100500 - SID - Lost Communication With Tire Pressure Sensor 4: No Sub Type Information Prosis link,1491
AC0049931,A40G3409,1900-01-01T00:00:00Z,A40G,MID128PID98FMI1,Engine oil level: Data valid but below operational range,Closed,Feb 11 - Load up parts. Travel to site.  Perform service as per the service check list.  Test the park brake. It holds 1300rpm. Minimum requirement 900rpm.  Grease drive lines.  Replace engine air filters. Remove and replace engine oil filters.  Drain and fill engine oil.  Replace transmission filters.  Blow out radiators.  Inspect drive line and suspension.  Clean up and head out.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID98 FMI1 - Engine oil level: Data valid but below operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID98 FMI1 - Engine oil level: Data valid but below operational range-,0
AC0074468,L70H6208,1900-01-01T00:00:00Z,L70H,PACDConfigurationIncomplete,Back office configuration incomplete,Closed,W-ECU was re configured and is now reporting.,,,ADDITIONAL INFORMATION : InformationSee suggested actions,ADDITIONAL INFORMATION : InformationSee suggested actions,0
AC0749815,L180H0424,2024-08-09T16:05:01Z,L180H,B152A64,Climate Control Module - Air Conditioning System: Signal plausibility failure,Closed,A customer repaired this,,,"DTC DESCRIPTION(S): Error Alarm descriptionB152A64 - Climate Control Module - Air Conditioning System: Signal plausibility failure Prosis linkFault active for more than 2 daysHint:16688256 (EVAPORATOR SYSTEM)ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L180H004246
B100019
Sensor Net Failure: Circuit current above threshold
2


L180H004246
B100187
Inertial Measurement Unit 1: Missing message
2


L180H004246
B100287","DTC lýsing(ar): Villa Viðvörun lýsingB152A64 - Hitastýring - Loftkæling: Bilun í trúverðugleika merkjaTengill fyrir ProsisBilun virk í meira en 2 dagaVísbending:16688256 (UPPGUFUNARKERFI)VIÐBÓTARUPPLÝSINGAR: Aðrar CT villur


Auðkenni undirvagns*
Bilunarsnið 1
Tegund villu/viðvörunar
Fjöldi villna


L180H004246
B100019
Bilun í skynjara: Hringrásarstraumur yfir þröskuldi
2


L180H004246
B100187
Tregðumælingareining 1: Skilaboð vantar
2


L180H004246
B100287
Tregðumælingarei",13912
AC0553381,L90H6279,1900-01-01T00:00:00Z,L90H,P20EE16,SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Circuit voltage below threshold,Closed,CUSTOMER REPAIR,,,DTC DESCRIPTION(S): Error Alarm descriptionP20EE16 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Circuit voltage below threshold-,DTC DESCRIPTION(S): Error Alarm descriptionP20EE16 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Circuit voltage below threshold-,8194
